Title,Artist,Period,Complexity,Relevance
Two Men before a Waterfall at Sunset,Johan Christian Dahl,Romanticism,3,4
At the Edge of the Forest,August Heinrich,Romanticism,3,10
View of a Farm in the Ile-de-France,Joseph Bidauld,Romanticism,2,3
"View in the Tiergarten, Berlin",Karl Blechen,Romanticism,3,3
Landscape at Olevano,Theodore Caruelle d'Aligny,Romanticism,2,3
The Bay of Naples with Vesuvius and Castel dell'Ovo,Franz Ludwig Catel,Romanticism,2,3
Cloud Study,Jean-Michel Cels,Romanticism,3,10
View in the Dolomites,Gilles-Francois-Joseph Closson,Romanticism,1,3
"The Palace of Donn'Anna, Naples",Jules Coignet,Realism,4,4
Hampstead Heath with Bathers,John Constable,Romanticism,3,3
View of Aix-en-Provence,"Jean Antoine Constantin, called Constantin d'Aix",Romanticism,2,7
View of Genzano with a Rider and Peasant,Camille Corot,Realism,2,1
View of Genzano,Camille Corot,Realism,2,5
Birch Tree in a Storm,Johan Christian Dahl,Realism,2,6
Aniene River at Tivoli,Simon Denis,Neoclassicism,3,1
"Sunset, Rome",Simon Denis,Neoclassicism,2,7
Landscape near Rome during a Storm,Simon Denis,Neoclassicism,2,2
Nemi,Johann Georg von Dillis,Romanticism,2,9
"Castel Sant'Elmo from Chiaia, Naples",Alexandre Hyacinthe Dunouy,Romanticism,4,1
Moonlit Harbor in Southern Italy,Thomas Fearnley,Romanticism,1,2
"Sunset, Sorrento",Thomas Fearnley,Romanticism,2,8
Monolith and Trees,Thomas Fearnley,Romanticism,1,5
View of Orange with Mont Ventoux,Paul Flandrin,Realism,2,4
View of Tivoli from Santa Maria del Giglio,Leon Fleury,Romanticism,2,4
Convent at Subiaco,Leon Fleury,Romanticism,2,1
Uprooted Tree at Olevano Romano,"Antoine-Xavier-Gabriel de Gazeau, comte de La Bouere",Romanticism,3,1
The Aniene River at Subiaco,Andre Giroux,Romanticism,2,1
"Dusk, Monte Mario, Rome",Francois Marius Granet,Romanticism,2,1
"Thorvaldsens Museum, Copenhagen",Constantin Hansen,Realism,3,7
Sunset on the Normandy Coast,Eugene Isabey,Romanticism,2,6
Ponte Loreto near Nettuno,Thomas Jones,Neoclassicism,4,5
Interior of a Wood at Pierrefitte,Robert-Leopold Leprince,Romanticism,3,1
View of Monte Sant'Angelo from the Villa Auriemma near Sorrento,August Lucas,Romanticism,3,6
Deer at the Edge of a Wood,Jean Victor Bertin,Romanticism,4,5
"Escarpment with Tree Stumps, Romsdal",Thomas Fearnley,Romanticism,3,1
"Trees in the Bois de Boulogne, Paris",Achille-Etna Michallon,Romanticism,3,2
Beech Tree,Achille-Etna Michallon,Romanticism,3,10
"Terrace of the Capuchin Garden, Sorrento",Heinrich Reinhold,Romanticism,4,3
View of Ischia from the Sea,Charles Remond,Realism,3,2
Study of the Roots of a Fallen Tree,Francois-Edme Ricois,Romanticism,2,1
"The Grotto of Posillipo, Naples",Gustaf Soderberg,Romanticism,2,5
The Arch of Constantine Seen from the Colosseum,Lancelot Theodore Turpin de Crisse,Romanticism,2,5
Madame Elisabeth de France (1764-1794),Adelaide Labille-Guiard,Neoclassicism,7,5
Landscape at Civita Castellana,Camille Corot,Romanticism,2,5
"Banks of the Stream near the Corot Property, Ville d'Avray",Camille Corot,Romanticism,2,5
"The Roman Theater, Taormina",Josephine Sarazin de Belmont,Romanticism,4,1
Ovid among the Scythians,Eugene Delacroix,Realism,4,5
The Gorges at Amalfi,"French Painter (Antoine-Felix Boisselier?), ca. 1825",Romanticism,3,1
"Mountain Landscape, Valais, Switzerland",Alexandre Calame,Romanticism,2,5
Study of a Tree Limb,Giovanni Battista Camuccini,Romanticism,2,1
The Etruscan Ruin,Giovanni Battista Camuccini,Romanticism,2,1
Path in the Roman Campagna,Giovanni Battista Camuccini,Romanticism,3,1
Heroic Landscape with Rainbow,Joseph Anton Koch,Romanticism,9,4
Lute Player,Valentin de Boulogne,Baroque,9,8
Christ Carrying the Cross,Jan Gossart (called Mabuse),Renaissance,2,7
The Martyrdom of Saint John the Baptist,Bernard van Orley,Renaissance,6,1
Landscape with Erminia,Agostino Tassi,Baroque,3,1
Shipyard at Le Havre,Jules Coignet,Romanticism,3,6
Mausoleum of San Vito near Pozzuoli,Johan Christian Dahl,Romanticism,2,6
"Landscape with Rocks, Augerville",Eugene Delacroix,Realism,3,5
View in the Roman Campagna,Ernest-Joachim Dumax,Realism,3,2
Sarnen,Thales Fielding,Romanticism,2,10
Hilly Landscape with Sheep,Leon Fleury,Romanticism,3,1
Rocky Outcrop by a Stream in the Roman Campagna,Johann Jakob Frey,Romanticism,4,1
A Large Oak,Lorenz Frolich,Romanticism,2,9
Study of Rushing Water,Christian Friedrich Gille,Realism,2,5
"Flock of Sheep, Civita Castellana",Andre Giroux,Romanticism,3,5
Ruins in the Roman Campagna,Andre Giroux,Romanticism,2,6
Landscape near Rome,Henri-Joseph Harpignies,Realism,1,6
"The Basilica of Constantine, Rome",Johann Adam Klein,Romanticism,1,7
"Schloss Emming, between Windach and Geltendorf, seen from the East",Wilhelm von Kobell,Romanticism,2,2
"Study of Rocks, Shrubs, and Tree Trunks at Monte Casale near Sansepolcro, Tuscany",Edward Lear,Realism,2,2
A Fountain in Rome,Wilhelm Marstrand,Romanticism,1,8
Coastal Landscape with Tower,Pier Francesco Mola,Baroque,2,2
"Jungfrau, Monch, and Eiger",Carl Morgenstern,Realism,3,3
View from Olevano towards the West,Friedrich Nerly,Romanticism,2,2
"Entrance to the Giardino del Lago, Villa Borghese, Rome",Gustav Wilhelm Palm,Realism,3,1
Rhine Landscape,Vilhelm Petersen,Realism,1,2
The Rhine at Remagen,Vilhelm Petersen,Realism,1,2
Mountains and Sky,Vilhelm Petersen,Realism,2,9
Cervara,Fritz Petzholdt,Romanticism,4,8
A Stream in the Auvergne,Theodore Rousseau,Romanticism,3,4
"Santa Maria del Sasso, near Bibbiena",Josephine Sarazin de Belmont,Romanticism,1,2
"Houses, Rome",Gustaf Soderberg,Romanticism,1,10
Rome with St. Peter's and Castel Sant'Angelo,Gustaf Soderberg,Romanticism,2,1
"View in a Broad Valley, Italy",Alexandre Desgoffe,Romanticism,1,1
Landscape at Olevano Romano,Johann Joachim Faber,Romanticism,2,1
A Village on Ischia (Fontana?),Leon Fleury,Romanticism,2,5
View of San Vito with Monte Guadagnolo in the Distance,Heinrich Reinhold,Romanticism,1,5
River Landscape with Castle Ruins,Carl Rottmann,Romanticism,3,1
"Pope Benedict XIV (Prospero Lambertini, 1675-1758)",Pierre Hubert Subleyras,Baroque,5,1
The Saithwaite Family,Francis Wheatley,Neoclassicism,9,1
Bashi-Bazouk,Jean-Leon Gerome,Realism,7,7
"The Two Central Figures in ""Derby Day""",William Powell Frith,Realism,3,4
The Artist's Sitting Room in Ritterstrasse,Adolph Menzel,Realism,2,1
German Landscape with View towards a Broad Valley,Fritz Petzholdt,Romanticism,1,1
Spring Morning,James Tissot,Impressionism,4,1
Head of a Bishop,Gaetano Gandolfi,Neoclassicism,4,1
Window,Anton Dieffenbach,Realism,3,10
Saint Dominic in Penitence,Filippo Tarchiani,Baroque,9,1
Head of an Old Woman,Orazio Borgianni,Baroque,4,10
Still Life with Flowers and Prickly Pears,Auguste Renoir,Impressionism,6,3
"Portrait of a Woman (Marianna Panciatichi, marchesa Paolucci delle Roncole, 1835-1919, or her sister-in-law, Beatrice Ferrari-Corbelli di Reggio, contessa di Lucciano)",Michele Gordigiani,Realism,5,4
"Francois de Jullienne (1722-1754) and Marie Elisabeth de Jullienne (Marie Elisabeth de Sere de Rieux, 1724-1795)",Charles Antoine Coypel,Baroque,8,1
Lions in a Mountainous Landscape,Theodore Gericault,Romanticism,5,4
The Holy Family with the Infant Saint John the Baptist,Perino del Vaga (Pietro Buonaccorsi),Renaissance,7,5
Hagar and the Angel,Francesco Maffei,Baroque,9,7
A Female Martyr Saint,Carlo Francesco Nuvolone,Baroque,4,4
Medea Rejuvenating Aeson,Corrado Giaquinto,Baroque,6,5
An Egyptian in a Doorway,Sir Lawrence Alma-Tadema,Realism,4,3
The Opium Smokers,Georges Clairin,Impressionism,9,3
Scene in a Harem (Un Envoi de Serbie),Benjamin-Constant (Jean-Joseph-Benjamin Constant),Impressionism,3,3
A Cairo Bazaar,Adrien Dauzats,Romanticism,2,6
"The Great Pyramid, Giza",Adrien Dauzats,Romanticism,3,9
Halt of Caravans at the Wells of Saba (Beersheba) in the Desert South of Hebron,Charles de Coubertin,Realism,9,3
Seated Arab Man with Horse,Alfred Dedreux,Realism,6,1
Study of Palm Trees,Jean-Leon Gerome,Realism,2,5
A Merchant in Cairo,Jean Lecomte du Nouy,Realism,2,6
"Sketch for ""Reception of Emperor Napoleon III and Empress Eugenie by the Kabyle Leaders at Algiers on September 18, 1860""",Isidore Pils,Realism,8,1
Arab Warrior,Horace Vernet,Romanticism,2,8
The North Cape by Moonlight,Peder Balke,Realism,7,5
The Dormition of the Virgin; (reverse) Christ Carrying the Cross,Hans Schaufelein|Master of Engerda,Renaissance,10,5
Landscape Study with Clouds,Emile Loubon,Romanticism,1,5
"A Section of the Via Sacra, Rome (The Church of Saints Cosmas and Damian)",Christoffer Wilhelm Eckersberg,Romanticism,3,5
"Virgil's Tomb by Moonlight, with Silius Italicus Declaiming",Joseph Wright (Wright of Derby),Neoclassicism,9,5
"Moonlight, Strandgade 30",Vilhelm Hammershoi,Impressionism,4,7
Dead Christ Supported by Angels,Francesco Trevisani,Baroque,9,1
View over Hallingdal,Johan Christian Dahl,Realism,3,5
"Charles Maurice de Talleyrand Perigord (1754-1838), Prince de Benevent",baron Francois Gerard,Romanticism,10,5
The Tears of Saint Peter,Jusepe de Ribera (called Lo Spagnoletto),Baroque,10,1
A Cardinal's Procession,Ottavio Leoni (Il Padovano),Baroque,3,5
"Still Life with Silver and Gold Plate, Shells, and a Sword",Meiffren Conte,Baroque,9,1
Saint Silvester Gozzolini,Segna di Buonaventura,Gothic,7,6
The Sacrifice of Polyxena,Charles Le Brun,Baroque,10,7
Women Sewing at a Table,Eugene Carriere,Impressionism,3,1
"Landscape, Kragero",Edvard Munch,Expressionism,8,1
Reclining Nude (Thin Adeline),Walter Richard Sickert,Expressionism,4,1
Grapes,Seraphine Louis,Expressionism,9,10
Comical Repast (Banquet of the Starved),James Ensor,Expressionism,9,1
"Maple Street, London",Walter Richard Sickert,Expressionism,6,1
The Antique Shop,Walter Richard Sickert,Expressionism,2,10
Woman Standing Beside a Balustrade with a Poodle,Paul Ranson,Impressionism,5,3
Everhard Jabach (1618-1695) and His Family,Charles Le Brun,Baroque,10,2
Potted Pansies,Henri Fantin-Latour,Impressionism,3,4
The Dream of the Shepherd (Der Traum des Hirten),Ferdinand Hodler,Impressionism,10,1
Saint Francis in Ecstasy,Giovanni Benedetto Castiglione (Il Grechetto),Baroque,10,5
William Edward Dighton (1822-1853) in Middle Eastern Dress,Frederick Goodall,Realism,4,6
The Execution of Saint John the Baptist,Ubaldo Gandolfi,Neoclassicism,5,5
The Sacrifice of Iphigenia,Gaetano Gandolfi,Neoclassicism,5,7
Henri Fantin-Latour (1836-1904),Carolus-Duran (Charles-Auguste-Emile Durant),Realism,4,5
The Death of Cleopatra,Guido Cagnacci,Baroque,8,7
Chrysanthemums in the Garden at Petit-Gennevilliers,Gustave Caillebotte,Impressionism,7,1
Tiger in Repose,Antoine-Louis Barye,Realism,3,1
Hortensia,Fernand Khnopff,Impressionism,5,9
Fish Market,Joachim Beuckelaer,Renaissance,10,10
Woman at a Balcony,Jean-Leon Gerome,Impressionism,4,8
Tree Study,August Cappelen,Realism,3,8
Saint Francis of Assisi,Antoniazzo Romano (Antonio di Benedetto Aquilio),Renaissance,8,8
Bust of a Man (Saint Matthias?),Giovanni Battista Piazzetta,Baroque,4,2
View of Rome with Ruined Church,Franz Ludwig Catel,Romanticism,2,2
Cloud Study in the Late Afternoon,Jean-Michel Cels,Romanticism,2,1
"View of the Basilica of Constantine, Rome",Gilles-Francois-Joseph Closson,Romanticism,3,1
An Arcade in the Colosseum,"Jean Antoine Constantin, called Constantin d'Aix",Neoclassicism,2,3
Moonlit View of the River Elbe at Dresden,Johan Christian Dahl,Romanticism,2,1
View of Notre Dame de Versailles from the plaine de Rocquencourt towards the South,Francois Marius Granet,Romanticism,2,6
Clouds Heavy with Rain above Flyvesandsbakkerne and Lake Arreso,Johan Thomas Lundbye,Romanticism,1,1
"Temple of Venus, Rome",Alphonse-Henri Perin,Romanticism,2,6
View of Cervara,Romain-Etienne-Gabriel Prieur,Romanticism,3,3
Megalopolis,Horace Vernet,Romanticism,3,9
Self-Portrait at Spurveskjul,Vilhelm Hammershoi,Expressionism,8,1
Christ and the Woman of Samaria,Benedetto Luti,Baroque,3,2
"Grape Vines and Fruit, with Three Wagtails",Bartolomeo Cavarozzi,Baroque,9,5
Saint Philip Neri (1515-1595),Carlo Dolci,Baroque,4,1
The Calling of Saint Matthew,Giovanni Battista Caracciolo,Baroque,10,8
A Miracle of Saint Joseph of Cupertino (1603-1663),Placido Costanzi,Baroque,4,5
Monsignor Giuseppe Spina (1756-1828),Angelica Kauffmann,Neoclassicism,8,1
The Monastery of San Benedetto above the Aniene River at Subiaco,Antoine-Felix Boisselier,Romanticism,3,1
Woman Playing a Guitar,Simon Vouet,Baroque,8,1
Ellen Maurice (1578-1626),Marcus Gheeraerts the Younger,Renaissance,8,1
Inferno,Franz von Stuck,Expressionism,10,9
Carlo Rimbotti (1518-1591),Francesco Salviati (Francesco de' Rossi),Renaissance,4,1
Pope Clement X (1590-1676),Giovanni Battista Gaulli (Il Baciccio),Baroque,6,1
"The Hall of Antiquities at Charlottenborg Palace, Copenhagen",Adam August Muller,Romanticism,2,5
Imaginary View with a Tomb by the Lagoon,Canaletto (Giovanni Antonio Canal),Baroque,3,1
Young Woman with Her Hand over Her Mouth,Edgar Degas,Impressionism,3,6
A Bedroom in Bernstorff Palace near Copenhagen,Johan Vilhelm Gertner,Realism,5,1
A Deerhound,Sir Edwin Henry Landseer,Romanticism,3,8
Dying Stag,Sir Edwin Henry Landseer,Romanticism,5,4
Salome with the Head of John the Baptist,Gustave Moreau,Impressionism,1,4
Schloss Milkel in Moonlight,Carl Gustav Carus,Romanticism,2,1
"Little Denise (Denise Marechal, later Madame Georges Beart, 1883-1956)",Theo Van Rysselberghe,Impressionism,7,5
Allegory of Sacred and Profane Love,Michele Desubleo,Baroque,10,5
Still Life of Grapes and Peaches,Panfilo Nuvolone,Baroque,4,1
Still Life of Fruit and Nuts,Giuseppe Ruoppolo,Baroque,8,7
Flowers in a Grotesque Vase,Orsola Maddalena Caccia,Baroque,8,5
Fruit and Flowers,Orsola Maddalena Caccia,Baroque,8,9
Judgment of Paris,Alessandro Turchi,Baroque,9,5
Roman Landscape with a Shepherd and Sheep,Giovanni Benedetto Castiglione (Il Grechetto),Baroque,4,1
Basket of Fruit,Bartolomeo Cavarozzi|Master of the Acquavella Still Life,Baroque,5,10
Cain Slaying Abel,Pier Francesco Mola,Baroque,9,1
Bindo Altoviti (1491-1557),Francesco Salviati (Francesco de' Rossi),Renaissance,7,1
A Bouquet of Flowers,Clara Peeters,Baroque,3,9
The Temptation of Saint Mary Magdalen,Johann Liss,Baroque,9,1
An Old Man with a Dog,Giacomo Ceruti,Baroque,5,8
Roman Charity,Hendrick ter Brugghen,Baroque,10,4
Virgin and Child Enthroned,Bohemian Painter,Gothic,2,1
Study of Water and Plants,Thomas Fearnley,Romanticism,4,8
Gudvangen,Thomas Fearnley,Romanticism,2,9
The Net Mender (Garnbinderen),Christian Krohg,Impressionism,8,3
Joanna de Silva,William Wood,Neoclassicism,6,4
The Return of Persephone,"Frederic, Lord Leighton",Impressionism,2,6
Study for the Ceiling of the Marquand Music Room,"Frederic, Lord Leighton",Impressionism,3,1
Picquigny,Frits Thaulow,Impressionism,8,9
Bust-Length Study of a Man,Francois-Auguste Biard,Realism,4,1
A Man Seated and Asleep,Giuseppe Abbati,Realism,1,4
Rachel Ruysch (1664-1750),Michiel van Musscher|Rachel Ruysch,Baroque,6,4
"Still Life with a Vase of Flowers, Melon, Peaches, and Grapes","Charlotte Eustache Sophie de Fuligny Damas, marquise de Grollier",Neoclassicism,5,4
The Lace Shawl,Helene Schjerfbeck,Expressionism,4,10
